Partner Country,Reporting Country,Segment,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Georgia,France ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,389","2,654",1058.4,"2,367","2,027","1,817","2,070","1,971","1,953","1,998","1,974","1,975","1,983","1,977","1,978","1,979","1,978","1,979","1,979","1,979","1,979","1,979","1,979","1,979","1,979","1,979","1,979"
Georgia,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,Finland,Cut Size,1,1,1,1,1,1,1,1,1,1,1,2,0,0,6,10,36,24,24,78,221,16,11,4,7,8,7.2,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Georgia,Finland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Georgia,Finland,Reels,4,4,4,4,4,4,4,3,4,3,2,7,0,0,22,93,272,182,70,32,84,0,2,2,69,2,9.6,27,13,16,19,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Georgia,Belgium,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,50,162,0,0,1,3,0,25,0,8,11,6,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Georgia,Belgium,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,Austria ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,United Kingdom,Cut Size,22,22,22,22,22,22,21,23,23,17,30,22,0,66,0,0,3,1,20,185,98,227,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,United Kingdom,Folio,122,122,122,122,122,123,122,121,126,119,118,140,98,116,206,466,481,607,383,11,40,1,133,39,255,275,86.4,205,189,160,185,178,174,179,177,177,178,177,177,177,177,177,177,177,177,177,177,177,177,177,177
Kazakhstan,United Kingdom,Reels,37,37,37,37,37,38,36,37,40,30,41,50,0,74,76,75,134,177,126,0,0,0,86,254,259,137,0,132,90,74,99,87,87,91,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
Kazakhstan,Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Sweden,Cut Size,18,18,18,18,17,18,18,16,21,16,12,36,0,0,107,"1,651",290,"1,558",227,41,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Sweden,Folio,3,3,3,3,3,3,3,3,4,3,2,6,0,0,19,64,60,198,143,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Sweden,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Netherlands,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Netherlands,Folio,36,36,36,36,36,36,37,36,33,42,33,25,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Netherlands,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,9,13,21.6,15,16,18,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Kazakhstan,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Italy,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,7,10,2.4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Kazakhstan,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,46,0,30,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,216,27,154,0,163.2,106,90,120,105,105,110,106,107,108,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
Kazakhstan,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,21,0,7,28,57,91,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,France ,Cut Size,5,5,5,5,5,5,4,5,5,4,6,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,France ,Folio,38,38,38,38,38,39,37,39,41,31,44,47,2,83,56,0,0,0,13,11,23,99,114,16,9,34,2.4,15,17,12,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Kazakhstan,France ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Finland,Cut Size,"1,599","1,599","1,600","1,599","1,597","1,604","1,594","1,594","1,623","1,566","1,592","1,711","1,396","1,667","2,070","1,766","2,246","1,941","2,891","1,849","1,697","1,118",970,287,231,227,0,153,127,93,124,115,111,116,114,114,115,114,114,114,114,114,114,114,114,114,114,114,114,114,114
Kazakhstan,Finland,Folio,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,10,11,4,1,1,10,3,6,64,17,12,0,10,7,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Kazakhstan,Finland,Reels,167,167,167,167,167,167,168,166,168,169,163,172,171,147,197,295,"1,300","2,051","1,501",541,"1,400","1,731","2,719","3,191","1,714","4,320",1862.4,"2,632","2,938","2,478","2,683","2,699","2,620","2,667","2,662","2,650","2,660","2,657","2,656","2,658","2,657","2,657","2,657","2,657","2,657","2,657","2,657","2,657","2,657","2,657","2,657"
Kazakhstan,Belgium,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Belgium,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,108,200,221,196,176,205,64.8,149,139,118,135,131,128,131,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
Kazakhstan,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,14,19,23,16.8,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Kazakhstan,Austria ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,United Kingdom,Cut Size,21,21,21,21,21,21,22,21,19,25,19,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Sweden,Cut Size,7,7,7,7,7,7,7,7,9,6,5,14,0,0,43,91,91,83,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Sweden,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Sweden,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Kyrgyzstan,Portugal,Cut Size,8,8,8,8,8,9,8,8,9,7,9,12,0,15,21,0,0,0,0,0,0,23,265,203,69,0,0,23,8,10,14,11,11,12,11,12,12,11,12,12,11,12,12,11,12,11,11,12,11,11,12
Kyrgyzstan,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Italy,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,France ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Finland,Cut Size,39,39,39,39,39,40,39,38,42,37,36,54,21,32,111,72,87,184,233,79,40,120,60,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Finland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Finland,Reels,43,43,43,43,43,42,44,42,41,49,37,36,75,0,32,1,309,202,495,40,73,38,125,15,34,252,0,95,116,70,94,93,86,91,90,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
Kyrgyzstan,Belgium,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,44,139,85,69.6,98,84,84,89,86,86,87,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
Kyrgyzstan,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,1,12,7,7,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Moldova,United Kingdom,Folio,4,4,4,4,4,4,4,4,5,4,3,9,0,0,26,78,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Switzerland,Reels,2,2,2,2,2,2,2,2,2,2,1,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Sweden,Cut Size,5,5,5,5,5,5,5,5,6,4,5,9,0,5,21,17,96,112,40,41,40,20,61,40,13,0,0,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Moldova,Sweden,Folio,7,7,7,7,7,7,7,7,7,5,9,7,0,21,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Sweden,Reels,4,4,4,4,4,4,4,3,4,3,3,8,0,0,23,9,50,92,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Moldova,Spain ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,5,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Moldova,Spain ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4.8,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Moldova,Portugal,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,0,0,7,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Moldova,Netherlands,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Netherlands,Reels,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,31,20,0,3,19,0,7,4.8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Moldova,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,127,368,364.8,287,340,330,319,330,326,325,327,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
Moldova,Italy,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,6,5,7,2.4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Moldova,Italy,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,7,1,78,94,123,105,148,303,4.8,152,153,103,136,131,123,130,128,127,129,128,128,128,128,128,128,128,128,128,128,128,128,128,128
Moldova,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,67,0,30,32,21,28,27,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Moldova,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,9,0,18,0,0,1,1,0,5,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Moldova,France ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,10,6,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Moldova,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,France ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,98.4,61,81,80,74,78,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
Moldova,Finland,Cut Size,9,9,9,9,9,10,9,9,11,8,6,19,0,0,56,111,114,351,539,212,110,74,36,30,67,704,645.6,472,607,575,551,578,568,566,571,568,568,569,568,569,569,569,569,569,569,569,569,569,569,569,569
Moldova,Finland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,10,38.4,16,22,25,21,23,23,22,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Moldova,Finland,Reels,217,217,218,216,217,220,211,220,230,184,245,261,45,428,310,343,238,456,804,465,526,461,538,441,335,274,163.2,257,232,217,235,228,227,230,228,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
Moldova,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Austria ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,United Kingdom,Cut Size,1,1,1,1,1,1,1,1,2,1,1,3,0,0,7,2,4,197,135,3,4,4,4,14,17,10,19.2,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Russia,United Kingdom,Folio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,2,8,0,1,1,1,5,4,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Russia,United Kingdom,Reels,3,3,3,3,3,4,3,3,4,3,2,7,0,1,19,1,1,"10,185","4,271",1,0,13,0,0,0,6,0,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Switzerland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,18,63,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Switzerland,Reels,36,36,36,36,35,37,36,33,41,34,25,63,13,0,177,343,407,141,372,221,97,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Sweden,Cut Size,"1,368","1,366","1,367","1,370","1,361","1,372","1,377","1,334","1,405","1,391","1,207","1,617","1,349",655,"2,846","2,593","3,371","1,550",643,124,685,221,306,178,226,190,225.6,214,210,216,213,213,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
Russia,Sweden,Folio,"2,104","2,104","2,109","2,100","2,102","2,124","2,076","2,105","2,191","1,931","2,193","2,449","1,152","2,979","3,215","5,443","2,880","3,760","1,566",2,55,50,36,27,37,25,0,21,15,12,16,14,14,15,14,14,15,14,14,15,14,15,15,14,15,15,14,15,15,14,15
Russia,Sweden,Reels,24,24,24,24,24,24,24,24,24,23,24,24,22,25,27,37,37,61,0,0,100,58,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Spain ,Cut Size,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,0,23,210,24,1,0,0,0,0,0,12,2.4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Russia,Spain ,Folio,12,12,12,12,12,12,12,13,12,13,13,10,14,16,0,30,33,42,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Spain ,Reels,23,23,23,23,23,23,23,23,23,23,24,22,22,29,15,5,0,0,0,4,9,0,0,0,0,57,0,19,25,15,20,20,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Russia,Portugal,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,236,"2,531","3,519","8,227","5,401","1,449",1288.8,"2,713","1,817","1,940","2,156","1,971","2,022","2,050","2,014","2,029","2,031","2,025","2,028","2,028","2,027","2,028","2,028","2,027","2,028","2,028","2,028","2,028","2,028","2,028","2,028"
Russia,Portugal,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Portugal,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,49,149,242,73,57.6,124,85,89,99,91,93,95,93,94,94,93,93,93,93,93,93,93,93,93,93,93,93,93,93
Russia,Norway,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Netherlands,Cut Size,457,457,456,457,457,455,459,456,451,469,448,436,522,388,397,172,133,158,0,0,48,42,0,0,4,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Russia,Netherlands,Folio,24,24,24,24,24,25,23,24,26,20,27,30,3,50,37,13,5,5,0,3,7,22,6,1,4,8,9.6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Russia,Netherlands,Reels,103,103,103,103,103,103,102,105,102,99,112,96,89,151,49,168,130,208,268,251,367,386,393,389,378,301,148.8,276,242,222,247,237,235,240,237,237,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
Russia,Luxembourg,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,12,5,26,26,28,4,25,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1
Russia,Italy,Folio,9,9,9,9,9,10,9,9,11,8,7,18,0,2,52,63,78,44,55,51,162,125,166,168,128,102,84,105,97,95,99,97,97,98,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
Russia,Italy,Reels,27,27,27,27,27,27,28,27,26,31,23,23,46,0,24,0,53,53,145,46,68,25,96,83,2,59,2.4,21,28,17,22,22,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Russia,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,008","1,533",715,44,539,"2,008","3,446","2,599","3,364","3,504","1,234",1905.6,"2,215","1,785","1,968","1,989","1,914","1,957","1,953","1,942","1,951","1,949","1,947","1,949","1,948","1,948","1,948","1,948","1,948","1,948","1,948","1,948","1,948","1,948","1,948","1,948"
Russia,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,102,102,168,95,124,90,45,71,153,244,148.8,182,192,174,183,183,180,182,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
Russia,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,"2,967","3,717","1,139","1,314","1,578","1,856","3,238","2,219","1,624","2,248",2169.6,"2,014","2,144","2,109","2,089","2,114","2,104","2,102","2,107","2,104","2,104","2,105","2,105","2,105","2,105","2,105","2,105","2,105","2,105","2,105","2,105","2,105","2,105","2,105","2,105"
Russia,France ,Cut Size,54,54,54,54,54,54,54,54,54,56,52,52,63,41,52,52,77,108,111,17,47,199,22,38,"1,507",742,1910.4,"1,386","1,346","1,548","1,427","1,440","1,472","1,446","1,453","1,457","1,452","1,454","1,454","1,453","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454"
Russia,France ,Folio,80,80,80,80,80,80,80,80,80,80,81,79,81,82,75,71,54,0,41,42,58,65,88,106,187,164,290.4,214,223,242,226,230,233,230,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
Russia,France ,Reels,30,30,30,30,30,31,30,28,34,28,22,52,10,5,142,1,0,1,3,24,64,0,18,13,0,9,0,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
